Seq id,X,Y,Direction,Magnitude
gi|44408353|gb|EAJ,4.60484801299,-1.24386074481,-15.1159739729,4.76988624343
gi|70730031|ref|YP,-0.264514006073,10.120943278,91.4971022445,10.124399266
gi|15800699|ref|NP,17.6378791166,4.44571194411,14.146995321,18.1895336505
gi|18265907|gb|AAL,4.82218159459,-7.98372458682,-58.8679610062,9.32701954589
gi|42398088|gb|AAS,5.311390018,5.66081894509,46.8240664652,7.76245676654
gi|15640502|ref|NP,18.6473980927,1.99157133896,6.0961703198,18.7534480036
gi|110834549|ref|Y,6.96400975602,9.1246311867,52.6487644269,11.4785158525
gi|92114796|ref|YP,8.51691307446,5.59976526196,33.3244261948,10.1928984743
gi|67158849|ref|ZP,-6.65527041528,8.89845387292,126.7932966,11.1119352783
gi|67158848|ref|ZP,-9.97386979431,9.33490808013,136.895327354,13.660841392
gi|77813470|ref|ZP,-2.80848943866,1.70094992396,148.798981118,3.28341949359
gi|28899376|ref|NP,10.8316292342,0.449097919957,2.37422139379,10.8409354213
gi|83649188|ref|YP,-2.53442136199,-5.21663947543,-115.912062348,5.79970853205
gi|54303490|ref|YP,6.79390503786,3.83327682173,29.4326866282,7.80071515026
template_1FEP,-7.19353283492,-3.56781675743,-153.619710555,8.02970927628
gi|34496946|ref|NP,0.140113413403,-0.548447221048,-75.6690090419,0.566061942627
gi|88794037|ref|ZP,-2.02556305778,5.29199730065,110.944829711,5.66640460355
gi|85711236|ref|ZP,2.88829881672,-8.44989844578,-71.1288218839,8.92989662866
gi|91769475|ref|ZP,-6.57202438427,-0.94233197727,-171.840241418,6.63923896715
gi|115422935|emb|C,1.79219398055,4.42246829636,67.9398737856,4.77181151097
gi|84320660|ref|ZP,-1.68473952825,4.21722958472,111.77619688,4.54129636209
gi|77962126|ref|ZP,-10.6461336078,1.9907084714,169.408638441,10.83065469
gi|32266220|ref|NP,-2.16405660688,2.87269159591,126.991453138,3.5965953349
gi|86147749|ref|ZP,4.51222175585,-5.26022915729,-49.3770250779,6.9303792076
gi|74095565|emb|CA,-10.5183536908,7.84062583153,143.298296048,13.1191149775
gi|57241788|ref|ZP,-0.190947069832,-0.903274875093,-101.936265424,0.923236851221
gi|50119426|ref|YP,7.11303774088,4.91133003939,34.623865101,8.64386884786
gi|24376000|ref|NP,3.79439051582,2.65812527986,35.0128097043,4.63282088904
gi|33603734|ref|NP,5.35207974194,-5.27775148273,-44.5993702952,7.51660949349
gi|112803210|gb|EA,12.152388366,13.472525765,47.9491412421,18.1435799523
gi|56461590|ref|YP,4.24205057533,-0.17448923384,-2.35543254677,4.24563771139
