Seq id,X,Y,Direction,Magnitude
gi|485956|emb|CAA8,2.94184972483,-7.38086866793,-68.2688760409,7.94554605403
gi|16759321|ref|NP,-12.951353762,1.96895554574,171.355684997,13.1001660375
gi|44072401|gb|EAG,-17.2656897728,2.49332329897,171.782772581,17.4447901795
gi|462676|sp|P3340,0.53069176139,10.6786630656,87.1549431756,10.6918416848
gi|37524772|ref|NP,-3.98649400035,-11.8074834094,-108.655935068,12.4622950887
gi|34496751|ref|NP,-12.6355317255,-7.52815915076,-149.213817594,14.7081556351
gi|1703198|sp|P535,-7.5571838464,4.94424039149,146.805532546,9.0308660015
gi|1504107|emb|CAB,-5.65588279632,-2.10482530859,-159.587351805,6.03484049378
gi|16122168|ref|NP,-7.11151880898,3.46033682226,154.053280918,7.90870600629
gi|32481655|gb|AAP,-8.32432271686,1.70307824002,168.437386058,8.49675374399
gi|84321182|ref|ZP,-5.78220895875,-1.92681830196,-161.570265596,6.0947985374
gi|67548050|ref|ZP,4.64499721698,4.84941365257,46.2333982551,6.71511816124
gi|77958738|ref|ZP,-0.580058438346,-2.7343176553,-101.97716839,2.79516740679
gi|16766924|ref|NP,-0.86527150995,-6.65031225412,-97.4131046034,6.70636621899
gi|15599279|ref|NP,-6.4962081289,-4.99224396816,-142.458232231,8.19287616724
gi|115422854|emb|C,-15.8309453663,-7.45731540123,-154.776779696,17.4994395391
gi|77814942|ref|ZP,0.41774686238,-0.338647734412,-39.030055995,0.53776828565
gi|77976275|ref|ZP,-6.40599840386,-11.0392623501,-120.126261326,12.7633118267
gi|115351731|ref|Y,-2.61207021718,-4.01838628597,-123.02506165,4.79273816965
gi|119815|sp|P0697,-16.3734624561,2.8431399157,170.149202434,16.6184751822
gi|4689215|gb|AAD2,-10.2273967352,8.86126364051,139.093552422,13.5322443551
gi|77977530|ref|ZP,-1.2190196667,1.12114648481,137.394895781,1.65619394643
gi|1709669|sp|P535,-1.53866446402,4.1261178486,110.450913558,4.40367310701
gi|16761806|ref|NP,-16.3144188369,-2.87126498465,-170.018418466,16.5651569446
gi|16131106|ref|NP,-6.02714151515,2.8321098046,154.831511142,6.65937540532
gi|74095547|emb|CA,12.6319074994,4.5499567389,19.8087939359,13.4263618825
gi|15804324|ref|NP,-7.01393878143,-0.116265993074,-179.050328088,7.01490235219
gi|15834530|ref|NP,-4.65910357978,6.00659078145,127.79948889,7.6017352613
gi|82744026|ref|ZP,-14.1815719048,-1.27719216804,-174.853826128,14.2389677127
gi|1169651|sp|P460,-17.5669715962,-3.69218908723,-168.130459181,17.9507869275
gi|16763586|ref|NP,-8.91153000188,-4.31524979924,-154.16223972,9.90135080705
gi|15829997|ref|NP,-5.66136062767,-10.9271893945,-117.388606932,12.3066840465
gi|44639583|gb|EAK,4.33831189567,1.33152019608,17.0623637461,4.53804981646
gi|77963559|ref|ZP,-10.182203684,8.87214221243,138.933121306,13.5052648734
gi|26249623|ref|NP,-2.79807089687,-2.73108237757,-135.694133706,3.90998870804
gi|71737383|ref|YP,-12.7819029276,9.7053197571,142.790538093,16.0489960445
gi|71725218|ref|YP,-14.8491619885,-4.33051663224,-163.741534011,15.4677401731
gi|76817744|ref|YP,-19.9248873614,5.63957425047,164.196274195,20.7076298521
gi|71275942|ref|ZP,-4.71191801623,3.38051261209,144.342876857,5.79914104951
gi|77974400|ref|ZP,-12.3116112218,2.25123253553,169.637691834,12.5157428388
gi|91779368|ref|YP,-6.37412871617,-5.29433287558,-140.287075969,8.28610146496
gi|77975940|ref|ZP,-16.8589969005,0.944005928822,176.795115737,16.8854056417
gi|16767813|ref|NP,-15.0273230972,3.87914582869,165.525677403,15.5199295046
gi|1850972|gb|AAB9,-8.77627636499,-2.69786554047,-162.912344037,9.18158511964
template_2VQI,-21.1703861938,-0.0413910943443,-179.887978803,21.1704266565
gi|82736669|ref|ZP,-13.1790922899,1.6191041214,172.99608091,13.2781765217
gi|606084|gb|AAA57,-11.8289158552,2.05769628165,170.131872767,12.0065550554
gi|51596987|ref|YP,-4.30869725135,4.53656299422,133.52431042,6.25661855992
gi|110832986|ref|Y,-7.21779275068,0.550467270119,175.638761563,7.23875309755
gi|75235021|ref|ZP,9.72219836062,-1.60509948925,-9.37475929958,9.85380562695
gi|22094601|gb|AAM,-7.97319463944,-11.4675206359,-124.810308341,13.9669560854
gi|37524985|ref|NP,-3.60225647292,-2.79447284323,-142.197256259,4.55909313003
gi|115358773|ref|Y,-11.5817355157,6.10156242867,152.21856075,13.090670786
gi|16121969|ref|NP,-4.01804221492,-6.20319344914,-122.932651628,7.39082351355
gi|127306|sp|P2164,-1.52817553135,-5.34095863411,-105.967087669,5.55528213378
gi|94313881|ref|YP,0.796481972733,2.63215477947,73.1643457228,2.75002223918
gi|44046693|gb|EAG,-4.83927105625,3.98532270101,140.527253333,6.26907819277
gi|38016007|dbj|BA,-5.29299036446,-7.28714503653,-125.992638229,9.00656592612
gi|89072168|ref|ZP,-9.45326146318,0.336676091139,177.960283929,9.4592548904
gi|66044384|ref|YP,-16.0000006269,7.02744117363,156.288195672,17.4752667937
gi|47606659|gb|AAT,-10.438521462,5.6832180185,151.434065826,11.8853564254
gi|15799701|ref|NP,-10.4411993621,-0.575932769784,-176.842785022,10.4570714196
gi|73540541|ref|YP,3.23259729161,-4.37150348901,-53.5181720818,5.43688587375
gi|71734337|ref|YP,-9.92586815102,-16.9817293634,-120.306404932,19.6698243694
gi|33592929|ref|NP,-9.80510723277,5.28193457392,151.689000804,11.1372779749
gi|62179155|ref|YP,-9.54365794893,2.93765986548,162.890965772,9.98555218962
gi|53719413|ref|YP,14.0676938734,-10.9704548543,-37.9482888195,17.839587737
gi|56412937|ref|YP,-6.74004859275,3.02655443626,155.817991103,7.38838864626
gi|115352882|ref|Y,-9.72019496742,-3.89698193812,-158.153359618,10.472280479
gi|43443674|gb|EAD,-4.170858368,6.15559196668,124.120477666,7.43554786053
gi|16120641|ref|NP,-5.82583088496,-0.854214843309,-171.658422473,5.88812266335
gi|44440629|gb|EAJ,-4.26663463339,9.35607453855,114.514327466,10.2830103504
gi|16121587|ref|NP,-8.74606854147,5.97888544409,145.643162582,10.5943752098
gi|37526073|ref|NP,-9.94485440389,-0.397114184189,-177.713301381,9.95277995285
gi|44403727|gb|EAJ,-1.97658451408,1.03868265055,152.278358086,2.23287885696
gi|43996901|gb|EAG,3.19995398107,2.3030486782,35.7430583758,3.94255484364
gi|37524287|ref|NP,-15.8771189276,6.86693152485,156.611281699,17.2984870439
gi|77960105|ref|ZP,-12.6249658075,-2.19704463401,-170.12803311,12.8147090004
gi|15804998|ref|NP,-11.9658485437,-1.53039853157,-172.711598792,12.063318409
gi|77963449|ref|ZP,-5.54685958851,-4.59036217482,-140.390184228,7.19993584628
gi|37695741|gb|AAR,-14.0448448606,-4.07331446873,-163.826676491,14.6235959298
gi|84363216|ref|ZP,-5.27797386174,0.138186931069,178.500235173,5.27978254412
gi|29144775|ref|NP,0.498183116519,-1.4274590037,-70.7610154095,1.51189471353
gi|53719256|ref|YP,-6.50243138496,-11.7459787854,-118.968381733,13.42570786
gi|77977511|ref|ZP,-17.0099987568,-0.0412935813017,-179.860908674,17.010048879
gi|13096074|gb|AAK,-0.818143036671,3.06159968827,104.961402658,3.16902992723
gi|28882467|gb|AAO,-5.12280968915,-0.135169782157,-178.488551802,5.12459266491
gi|16128132|ref|NP,-5.21319618437,-0.91572930562,-170.037288153,5.2930118664
gi|43909595|gb|EAG,9.79189927912,5.2510808277,28.2032289252,11.1110369161
gi|44428653|gb|EAJ,8.24893368095,-6.99118434475,-40.2821372533,10.8130275786
gi|26988619|ref|NP,-10.4668250217,-10.1862501831,-135.778323086,14.6052770883
gi|28869430|ref|NP,-12.526322603,-8.52791135805,-145.75299445,15.1536804139
gi|90578262|ref|ZP,-1.96648141806,-5.78566042129,-108.772324073,6.11072137133
gi|62255471|gb|AAX,-7.70286153134,-0.79602079851,-174.099944853,7.74388306231
gi|77978629|ref|ZP,-6.23713616713,1.39121488757,167.425814371,6.39041050565
gi|84359849|ref|ZP,-6.92860673208,0.208633161628,178.275239291,6.93174718552
gi|15830532|ref|NP,-0.621073912484,-0.235460569134,-159.237358575,0.664209668994
gi|84358647|ref|ZP,-8.13558862971,1.30046736793,170.91814758,8.23887235773
gi|77972038|ref|ZP,3.40219220973,8.31469494677,67.74669033,8.98382234296
gi|16761092|ref|NP,-8.13887463035,-5.71194995288,-144.938408112,9.94322143537
gi|115423041|emb|C,-0.405994620311,8.20492953269,92.8327874011,8.21496806251
gi|73541385|ref|YP,1.22397704587,-0.0178091775376,-0.833609350075,1.22410660304
gi|5685850|gb|AAD4,-16.1127491959,4.49394967047,164.415870753,16.7277096547
gi|94413935|ref|ZP,-10.1249779073,-0.18460351143,-178.955471271,10.1266606579
gi|26250036|ref|NP,-8.72287304862,0.897227663626,174.127255606,8.7688956946
gi|16082875|ref|NP,-15.980641479,3.69816520224,166.970241909,16.402967047
gi|37524425|ref|NP,-4.0886096004,-9.91335358735,-112.412943066,10.7234000118
gi|77976188|ref|ZP,9.34910709,5.04652780324,28.3596030382,10.624182145
gi|77459266|ref|YP,-12.3802032016,3.13005735691,165.81137742,12.7697568642
gi|26248725|ref|NP,-3.39389137798,-7.8698932387,-113.32812057,8.57051446962
gi|15829397|ref|NP,3.40835325066,7.27033708548,64.8826922355,8.0296122707
gi|15551735|emb|CA,-17.8439616257,3.67032642779,168.376933216,18.2175262477
gi|26248484|ref|NP,-2.47318103032,-5.88445000995,-112.796574333,6.38305384031
