Seq id,X,Y,Direction,Magnitude
gi|26989788|ref|NP,-8.55069216555,-1.56741372927,-169.612524119,8.69316526409
gi|15832769|ref|NP,-7.8000126212,6.45090880607,140.40795023,10.1219771446
gi|71736402|ref|YP,-1.2100407878,-5.26692115995,-102.938804567,5.40413334525
gi|15800732|ref|NP,-6.44811106458,1.6617740232,165.548490559,6.65880088345
gi|67547523|ref|ZP,-0.434657221446,6.03764899921,94.1176845591,6.05327451367
gi|33594369|ref|NP,-14.5201631715,5.68287331523,158.625715161,15.5926324796
gi|16123205|ref|NP,-7.11275704906,8.30135354856,130.590594568,10.93177861
gi|33602267|ref|NP,-13.1727835358,-4.88791604803,-159.642036547,14.0504074451
gi|33601917|ref|NP,-11.6200132744,3.75421586678,162.095294735,12.2114227374
gi|77957624|ref|ZP,-4.44635769468,0.387009207502,175.025534837,4.46316847943
gi|26247147|ref|NP,-4.51436063235,1.75918927654,158.70976612,4.84501793904
gi|465619|sp|P3392,-8.26862745872,-3.12147010408,-159.318094782,8.83819979757
gi|33601253|ref|NP,-10.4907567412,1.93521893258,169.548204398,10.6677574644
gi|77977360|ref|ZP,-13.645665265,-3.23071523594,-166.680052346,14.0228991817
gi|77963418|ref|ZP,-9.00425888727,0.843892949712,174.645791769,9.04371789806
gi|28869427|ref|NP,-9.85766542965,2.96430382925,163.263413933,10.2937196831
gi|33602086|ref|NP,-15.3466139887,-5.03616252893,-161.832173461,16.1518263344
gi|83751177|ref|ZP,-4.43177505022,-0.298180696203,-176.150800767,4.44179488758
gi|22034298|gb|AAL,-2.84303040672,4.62291903352,121.590932986,5.42717258654
gi|77974678|ref|ZP,-3.92518601408,-6.52759127265,-121.01943036,7.61685847761
gi|77957189|ref|ZP,-13.6576291324,-0.406367475312,-178.295730988,13.6636732998
gi|77975760|ref|ZP,-2.8647170314,2.27822006991,141.505865053,3.66017627403
template_1UYN,-11.9337784932,12.3862799504,133.934071947,17.1998546545
gi|73537641|ref|YP,-4.69277684642,-1.54267239302,-161.802579739,4.93983730931
gi|984283|gb|AAC43,-13.8732254099,-6.38837676661,-155.274759406,15.2734325214
gi|83751176|ref|ZP,-5.95169460712,-2.2251563734,-159.500769084,6.35405300439
gi|77459122|ref|YP,-1.46378489123,5.8034104873,104.156347298,5.98516829269
gi|82776499|ref|YP,-7.3061016528,6.15472863457,139.888898704,9.55299983912
gi|7466262|pir||G6,-5.599971704,1.30315594395,166.899983431,5.74959985563
gi|49475344|ref|YP,-0.74087072331,5.18245865686,98.1357307046,5.23514729103
gi|26988610|ref|NP,-2.92369935887,2.78979863396,136.342529971,4.04116250096
gi|34497333|ref|NP,-4.51154877856,5.16781537725,131.121248524,6.86005744543
gi|33602087|ref|NP,-18.3752086729,-1.06043472639,-176.697119539,18.4057821236
gi|77961204|ref|ZP,-6.62779898721,1.35608013823,168.436600139,6.76510700256
gi|33593700|ref|NP,-13.5724805033,3.57962325063,165.225181519,14.036592522
gi|66045274|ref|YP,-7.49381874463,1.62591976413,167.758380822,7.66817673615
gi|51597164|ref|YP,-15.5985148401,-0.759482040713,-177.212505269,15.6169932505
gi|82736677|ref|ZP,-7.36466807239,4.07572492952,151.039157625,8.41723645371
gi|543788|sp|Q0315,-10.2931771426,3.43036650747,161.568520697,10.8497423962
gi|75474399|sp|Q9X,-9.87525919192,9.89533936946,134.941807071,13.9799315214
gi|77975979|ref|ZP,-9.94609633294,11.3110992462,131.325871145,15.0620648791
gi|66046637|ref|YP,-3.00811301269,-6.1149400473,-116.193885652,6.81478067726
gi|51597166|ref|YP,-8.73307915575,-1.45084272813,-170.56749409,8.85277448952
gi|33595824|ref|NP,-15.8417734359,3.75409086628,166.668304944,16.2805093234
gi|77974466|ref|ZP,-10.1124611386,0.312417456015,178.230449572,10.1172859476
gi|104783283|ref|Y,-3.90521151212,2.03490222489,152.477174244,4.40357854696
gi|104782218|ref|Y,-10.4513093538,-0.25240598362,-178.61653823,10.4543567946
gi|16119591|ref|NP,-5.02093558793,2.49294206491,153.595166238,5.60576081519
gi|16122995|ref|NP,-3.12836661815,5.3734987211,120.207292575,6.21781040265
gi|77972002|ref|ZP,1.27164997312,4.9630353174,75.6286060934,5.1233595634
gi|33596254|ref|NP,-13.0937004991,-2.43413697115,-169.468853804,13.3180334717
gi|33599810|ref|NP,-1.21747385283,-4.84616212754,-104.102247172,4.99675193989
gi|49475345|ref|YP,-6.85352760038,3.09352799152,155.706655616,7.51935874949
gi|113876548|ref|Z,-6.69762869823,7.02321862244,133.640650408,9.70483539263
gi|49475343|ref|YP,-6.85352760038,3.09352799152,155.706655616,7.51935874949
gi|28869215|ref|NP,-2.50168899587,-2.17921260461,-138.940990487,3.31774251685
gi|49474105|ref|YP,-6.53504367481,5.97877739098,137.545245155,8.85734581704
gi|47154998|emb|CA,-6.11377128615,1.57243156169,165.576423266,6.31274428086
