Seq id,X,Y,Direction,Magnitude
gi|67159571|ref|ZP,1.44650840746,10.4446801188,82.1151279206,10.5443695571
gi|54309423|ref|YP,0.514153947009,3.76214335642,82.2178736711,3.79711428791
gi|67153625|ref|ZP,-1.32288275327,2.22358490678,120.749785877,2.58734393086
gi|16762912|ref|NP,4.06082922779,0.0107739970009,0.15201405269,4.06084352029
gi|15601781|ref|NP,-1.46491649444,2.26841780126,122.853880086,2.70031473291
gi|75428391|ref|ZP,5.72342626953,1.94172796638,18.740004576,6.04383286981
gi|27367700|ref|NP,7.09752302022,1.15163267864,9.21639879865,7.19034706041
gi|22123953|ref|NP,4.12071730924,7.8143146441,62.1960036568,8.83424159165
gi|32035629|ref|ZP,5.24479323762,-0.598410676086,-6.50907989103,5.27882102771
gi|134332|sp|P2234,-3.46470372329,1.55728054955,155.797510417,3.79859113359
gi|74273693|gb|ABA,9.09630453655,-3.10619280856,-18.8539349767,9.61203360302
gi|67157904|ref|ZP,4.08170680437,4.22341721911,45.9775436,5.87346434768
gi|84394457|ref|ZP,3.477808953,-1.60295971862,-24.7454866342,3.8294431675
gi|44211843|gb|EAH,0.852443900991,8.35720663339,84.1759126081,8.4005692258
gi|134330|sp|P2721,-8.65101126579,4.44425868418,152.809207064,9.72581262275
gi|70730603|ref|YP,-3.7097621629,3.35260681088,137.895073318,5.00023076804
gi|92112392|ref|YP,-1.19980465894,7.37463921686,99.2406782869,7.47160188972
gi|22127111|ref|NP,7.20374098876,3.90755877762,28.4769385201,8.19529742192
gi|83643247|ref|YP,11.1172657349,-3.81311060942,-18.9314539149,11.7530170569
gi|16131588|ref|NP,6.58426064412,5.54148899852,40.0848579749,8.60584618445
gi|400158|sp|P3124,4.00943504079,-2.51427980242,-32.0914460274,4.73256508367
gi|28868110|ref|NP,-8.88902903628,1.0975198686,172.961367991,8.95652762346
gi|26247811|ref|NP,2.28289982941,2.14563318641,43.2246305867,3.13294963281
gi|67154207|ref|ZP,7.84139029561,10.8913156317,54.2473494941,13.4204380687
gi|77972808|ref|ZP,5.43580467231,3.01997776287,29.0552990215,6.21837905919
gi|50120802|ref|YP,1.51686220066,5.04796637553,73.2750150765,5.27094255938
template_1A0S,-3.46470372329,1.55728054955,155.797510417,3.79859113359
gi|67159092|ref|ZP,6.41481487415,15.4408467707,67.4398271713,16.7203348909
gi|70732256|ref|YP,12.1209943115,6.86793586126,29.5365366973,13.9315126994
gi|28901499|ref|NP,4.86797397546,-0.960887319457,-11.1660468215,4.96190236365
gi|77972939|ref|ZP,0.951792582848,6.68223399728,81.8935301754,6.74967853421
gi|3914230|sp|Q567,-6.68436754428,2.50001532743,159.493737988,7.13658504499
gi|50119322|ref|YP,0.675615735057,12.8379161253,86.9874976112,12.8556815091
gi|37524465|ref|NP,8.96001496364,-1.09393482358,-6.96083391417,9.02654759844
gi|92112389|ref|YP,5.39743543472,4.67821725302,40.9170496764,7.14269038517
gi|22900932|gb|AAN,1.67163952066,2.96900362117,60.619163067,3.40725126598
gi|67155279|ref|ZP,1.52085672414,4.48949046523,71.2857107303,4.7400980805
gi|3913985|sp|Q442,1.35966761561,-1.41151590079,-46.0718674294,1.95986559823
gi|50122095|ref|YP,9.58265830003,-3.63022906101,-20.748350881,10.2472388052
gi|86160548|ref|YP,9.19339100053,3.3053260071,19.7751776254,9.76952496808
gi|44377417|gb|EAI,4.62955275074,-4.52621696951,-44.3533637326,6.47451918886
gi|94967488|ref|YP,14.4218656438,-1.38314130025,-5.47824532704,14.4880394983
gi|75241840|ref|ZP,5.12894432771,4.42803058158,40.8054062375,6.77595194405
gi|77976622|ref|ZP,1.94766835094,-0.836074482168,-23.2323687542,2.11953592679
gi|67153650|ref|ZP,-6.37994604312,4.28157702292,146.134467657,7.68346362758
gi|42522760|ref|NP,-5.82228968431,2.61238229283,155.83487405,6.38150440037
gi|67157903|ref|ZP,3.24554359539,7.54894089265,66.7355043626,8.21705919598
gi|16131862|ref|NP,8.93690489,-2.16701327262,-13.6299672072,9.1958803568
gi|44373567|gb|EAI,-5.59100756288,5.0619062154,137.843389515,7.54203288919
gi|11071661|emb|CA,-7.10533106062,2.52085009729,160.466184187,7.53925823234
gi|44593597|gb|EAK,3.71947850441,4.16035257082,48.2023420974,5.58059619201
gi|90414839|ref|ZP,-5.69898667691,8.48432660019,123.889557893,10.2206774238
