Seq id,X,Y,Direction,Magnitude
gi|29653831|ref|NP,-7.06806974994,5.86513200827,140.313883363,9.18462756264
gi|34556477|ref|NP,-6.98563876737,6.22728991674,138.284856337,9.3583272381
gi|88705989|ref|ZP,-5.80807372248,0.954958535398,170.663016224,5.88605692889
gi|21242215|ref|NP,-9.65973478706,5.08964639772,152.215568874,10.9185611053
gi|109898398|ref|Y,-4.13623855346,11.6936922776,109.479469161,12.4036651218
gi|90589939|ref|ZP,-2.32615282212,13.7452790011,99.6053203902,13.9407202745
gi|91775750|ref|YP,-3.53958624497,13.2164734105,104.992892556,13.6822454369
gi|50123093|ref|YP,-6.40171095286,6.92315773156,132.758967603,9.42931684164
gi|88798215|ref|ZP,-4.39312605516,5.82084244243,127.042709436,7.29258275758
gi|89072966|ref|ZP,-8.35486947774,3.41291072507,157.780299335,9.02506529657
gi|110594443|ref|Z,-12.9719210126,-3.74728415713,-163.887232778,13.5023284403
gi|94500964|ref|ZP,-1.9628649827,11.5911035797,99.6114204189,11.7561269616
gi|77813980|ref|ZP,-2.360884299,6.38496639847,110.292212802,6.80746432843
gi|91225449|ref|ZP,-5.40520046824,4.57491907781,139.755686789,7.08138945903
gi|94309951|ref|YP,-5.31632856725,10.6660283928,116.493300816,11.9175295725
gi|68541693|ref|ZP,-0.0751506740043,4.22525612761,91.0189589375,4.2259243921
gi|114046404|ref|Y,-1.80405305254,4.64407751567,111.229314638,4.98217456418
gi|71064809|ref|YP,-12.0865650467,-0.1269046179,-179.398436876,12.087231255
gi|91790122|ref|YP,-7.31435380108,-1.06458503083,-171.718898427,7.3914215693
gi|89899337|ref|YP,-10.7577863928,-4.2293849116,-158.537908111,11.5593107409
gi|85060316|ref|YP,-1.29731397972,5.86536020297,102.472017095,6.00711859984
gi|91783863|ref|YP,-4.43751905276,6.11199735864,125.980932432,7.55301840694
gi|83648066|ref|YP,-1.36445842436,8.15381420245,99.4998488117,8.26719014175
gi|91792315|ref|YP,-4.68882547416,2.67042090328,150.337243403,5.39594589742
gi|87122909|ref|ZP,-1.4161082861,3.9280276236,109.824934707,4.17549562205
gi|73540745|ref|YP,-3.94356670124,9.79699367967,111.926178047,10.5609092169
gi|68545675|ref|ZP,0.450645293938,3.72712134062,83.1058474736,3.75426619576
gi|78484834|ref|YP,-7.91236852879,6.43394817072,140.883690413,10.1981010389
gi|113867159|ref|Y,0.851480050084,10.629051135,85.4198872342,10.6631020958
gi|114771484|ref|Z,-3.65883423307,4.32689930609,130.217923708,5.6664914674
gi|28898034|ref|NP,-7.89688155792,0.812901752897,174.122697316,7.93861118834
gi|585635|sp|P3744,-2.33285769741,5.47223005957,113.088959294,5.94874161997
gi|71907716|ref|YP,-16.6996912707,3.14579999156,169.331935679,16.9934030177
gi|88796351|ref|ZP,-2.1367898356,6.54559494078,108.079116252,6.88554165845
gi|90578996|ref|ZP,-10.0440340122,5.1234337711,152.973998318,11.2752912532
gi|585636|sp|P3744,-2.59121170158,7.8231051879,108.326185729,8.24107716645
gi|32266352|ref|NP,-0.62485088492,9.00937589977,93.9674312818,9.03101836626
gi|50084533|ref|YP,-13.8444353346,2.61934190888,169.286379881,14.0900440655
template_1QD6,-2.50818332076,6.39738191868,111.408359236,6.87149757942
gi|47571817|ref|ZP,-9.58351845252,1.58408068386,170.614318518,9.71355432078
gi|106883939|ref|Z,-0.993192489503,5.71565375565,99.8576894277,5.80130409268
gi|95929278|ref|ZP,-5.09342934146,5.91566299364,130.728692915,7.80628535929
gi|15603291|ref|NP,-1.30099540793,0.00269920052486,179.8811275,1.30099820797
gi|88810235|ref|ZP,-11.0029340882,3.34063244186,163.11103462,11.4988861922
gi|78365880|ref|ZP,-4.88522180628,1.04073797164,167.973609606,4.99485011008
gi|54308494|ref|YP,-6.47330788243,1.58017111372,166.282049406,6.66338170071
gi|15794901|ref|NP,-9.49447890582,0.0594595846403,179.641187394,9.49466508811
gi|71281154|ref|YP,-5.07677038316,7.74274597874,123.252089111,9.25871010533
gi|84387917|ref|ZP,-4.57145505425,2.48692664897,151.453276389,5.20413349852
gi|86149977|ref|ZP,-8.00466336133,-4.51680888628,-150.565171591,9.19109340848
gi|114564350|ref|Y,1.82646637029,-0.209459222822,-6.5421022469,1.83843753438
gi|56461589|ref|YP,-2.63869013683,5.83538956032,114.331887588,6.40425303677
gi|92113570|ref|YP,-11.133097305,12.5952840422,131.473786911,16.8103252707
gi|77955144|ref|ZP,-2.0853980507,4.8338886131,113.335951958,5.26453836094
gi|59712163|ref|YP,-2.59968738701,4.1157999187,122.277980911,4.86807800686
gi|83643981|ref|YP,-3.41301838428,-0.435692143793,-172.725198725,3.4407153523
gi|84717046|ref|ZP,-11.8564106584,-1.56247917994,-172.49262266,11.9589219785
gi|89072356|ref|ZP,-7.52675144073,5.94994611038,141.673399476,9.5944695511
gi|77359146|ref|YP,-3.15508345974,4.84543128426,123.070004402,5.78210653381
gi|15645126|ref|NP,-6.20402642067,8.95943868523,124.700937778,10.8977743316
gi|111620398|ref|Z,-12.9129880401,-1.39093664629,-173.852027058,12.9876851239
gi|115423672|emb|C,-9.91479166164,11.7718977704,130.105505151,15.3909281985
gi|109671730|ref|Z,-9.39129133211,7.79668286231,140.300424078,12.2059254684
gi|16123969|ref|NP,0.0659273487117,6.48000226947,89.4170945695,6.48033763223
gi|91771187|ref|ZP,-12.0711213412,2.47342324339,168.420142434,12.3219232661
gi|111614176|ref|Z,-13.1461338724,-2.26280293115,-170.233558404,13.339456994
gi|93005091|ref|YP,-9.82884649532,-0.860043798002,-174.999241265,9.86640252387
gi|28900643|ref|NP,-4.13556994344,6.00023261294,124.575968491,7.28736784899
gi|91781079|ref|YP,-2.55387659274,9.41773375624,105.172433056,9.75786835095
gi|85711547|ref|ZP,-12.0364311698,6.8704414311,150.282108416,13.8592438742
gi|114778401|ref|Z,-1.85564646722,2.3556074928,128.229522193,2.99871813805
gi|110834965|ref|Y,-8.58549913876,6.03214961837,144.9082213,10.492741514
gi|33600547|ref|NP,-8.00082792454,11.91673221,123.877192445,14.3534579124
gi|77951731|ref|ZP,-0.980578787157,5.61204754986,99.9110931613,5.6970705156
gi|56477929|ref|YP,-2.85007696065,15.4022230509,100.483612545,15.6636973155
gi|78776217|ref|YP,-3.42521156069,3.58489453504,133.695087005,4.95817941011
gi|109675043|ref|Z,-14.1370295738,8.45060820978,149.130534825,16.4702272081
gi|91216281|ref|ZP,-1.39792392189,4.98429951692,105.666974218,5.17662370332
gi|27366083|ref|NP,-7.9231265861,2.36616096939,163.372281129,8.26889669983
gi|57242201|ref|ZP,0.833817301551,-3.39089251353,-76.1851137004,3.49190540117
gi|74316114|ref|YP,-6.80793971828,2.43832845927,160.294531237,7.23142371065
gi|14488624|pdb|1F,-2.50818332076,6.39738191868,111.408359236,6.87149757942
gi|57168262|ref|ZP,-9.01459263867,-2.27286252982,-165.848873628,9.29670826264
gi|113473744|ref|Y,-2.76989422156,7.88821454895,109.348386328,8.36039728535
gi|110637189|ref|Y,9.77875376655,2.82117599402,16.0928806538,10.1775762938
gi|88858622|ref|ZP,2.1726424862,6.16916001767,70.5988572802,6.54055889786
