Seq id,X,Y,Direction,Magnitude
gi|111619310|ref|Z,12.4677497085,9.28859533763,36.686470656,15.5474366421
gi|23128193|ref|ZP,7.27666419788,8.93327105768,50.8351987114,11.5218563452
gi|37519922|ref|NP,11.4017055476,13.8337629637,50.5048549615,17.9268482208
gi|83593709|ref|YP,8.82120774214,8.27506182114,43.1702898295,12.0950549471
gi|75812432|ref|YP,16.9066668011,14.4706576602,40.5606911515,22.2538831543
gi|47574689|ref|ZP,17.2926103149,1.60056261171,5.28809365314,17.3665244703
gi|78692721|ref|ZP,15.8477080208,8.80903075031,29.0677212053,18.1314332658
gi|62466133|gb|AAX,2.83161898257,10.4374134644,74.8212863324,10.8146967544
gi|37519882|ref|NP,18.0035305315,7.92027424094,23.746083714,19.6687024394
gi|56461614|ref|YP,6.23924691045,3.75790716691,31.0606144727,7.28354778145
gi|94496212|ref|ZP,15.4224930497,13.6415953404,41.4935936088,20.5899590893
gi|16263416|ref|NP,10.2092089318,6.49144918183,32.4499357584,12.0982172031
gi|77974167|ref|ZP,-2.19567857899,6.52536395874,108.597247207,6.88486595485
gi|111617558|ref|Z,13.1728868034,21.9984710348,59.0864374083,25.6409374752
gi|15600030|ref|NP,16.168075787,12.1742824863,36.979117213,20.2390668933
gi|94496418|ref|ZP,9.13081984041,8.16317508198,41.797488836,12.2478283127
gi|90420773|ref|ZP,12.4102520936,11.737397394,43.4039124875,17.0815940302
gi|17937718|ref|NP,11.5737575523,2.04296640716,10.0105656066,11.7526837625
gi|83953223|ref|ZP,11.9884673923,9.95071753825,39.6934926571,15.5801197025
gi|77457101|ref|YP,16.4233538605,19.3857201056,49.7291217036,25.407335477
gi|92115373|ref|YP,9.91996955225,5.14674057653,27.4214692679,11.1756312788
gi|75176504|ref|ZP,2.09552400109,2.08352028318,44.835426371,2.95504274243
gi|88860675|ref|ZP,10.0576709742,-2.71887963039,-15.1271404742,10.4186876271
gi|82739244|ref|ZP,15.7321275956,10.9165275444,34.7567910991,19.1486399599
gi|11230853|gb|AAG,6.14029452841,9.17107040642,56.1965574607,11.0368360183
gi|33596933|ref|NP,17.6628270897,13.1944407683,36.760374454,22.0469664124
gi|114328604|ref|Y,6.76065997714,4.4966787881,33.6288413491,8.11952236586
gi|82735840|ref|ZP,18.6842891095,17.4348332096,43.0187775853,25.5553530317
gi|17232416|ref|NP,19.4783349654,18.0355682527,42.7975173144,26.5459461165
gi|75677062|ref|YP,14.6649566629,9.92966569293,34.1019919996,17.7104267227
gi|94415690|ref|ZP,8.26383831872,11.530669745,54.3714634917,14.1861682115
gi|16125764|ref|NP,15.4661644779,14.5965434769,43.3430726625,21.2664365875
gi|68545657|ref|ZP,9.99389289995,12.6029491046,51.5862692118,16.0845336093
gi|77813555|ref|ZP,11.7643280725,12.9026880223,47.6422724478,17.4607781384
