Seq id,X,Y,Direction,Magnitude
gi|59712150|ref|YP,11.6574201503,-15.688276395,-53.3852255994,19.5452669669
gi|44541057|gb|EAJ,-3.5516278957,-29.2250021373,-96.9290084946,29.4400205611
gi|18860819|gb|AAL,13.1406796196,13.5117150643,45.7975790587,18.8479151326
gi|110639887|ref|Y,6.97594447024,-10.7115660097,-56.9256740431,12.7828575691
gi|24375716|ref|NP,7.67262154554,-14.3470677356,-61.8627195583,16.2698332503
gi|59712419|ref|YP,9.85942126322,-7.51285076036,-37.3072968296,12.3956086657
gi|84387701|ref|ZP,7.65552927405,-10.3523660666,-53.5172370311,12.8755043257
gi|88940039|ref|ZP,9.55312303572,-9.98067970768,-46.2538921459,13.8157926723
gi|44109976|gb|EAH,16.1040008069,-11.6880459384,-35.9715906821,19.8984738069
gi|43802779|gb|EAF,-15.0282880423,-23.5007735034,-122.598124918,27.8950855302
gi|44022448|gb|EAG,-2.35348372252,11.0663958094,102.006185376,11.3138853557
gi|58584205|ref|YP,9.85101474464,-1.43189548993,-8.27031445592,9.95453746756
gi|37527087|ref|NP,5.69495333679,-8.45045583433,-56.0230786344,10.1903237101
gi|54308150|ref|YP,5.62932029606,-10.7057486902,-62.2636100163,12.0955488512
gi|95929546|ref|ZP,1.51134711304,-11.7070857153,-82.6439841653,11.8042376307
gi|51243918|ref|YP,5.20221528862,-11.1555985966,-64.9988431028,12.3089570621
gi|37676413|ref|NP,6.24029553937,-15.199919292,-67.6794993764,16.4310326791
gi|88812432|ref|ZP,11.366406597,-2.6998654731,-13.3618594338,11.682656911
gi|89901481|ref|YP,11.3421336953,-10.6807232362,-43.2797581464,15.5795329073
gi|43925524|gb|EAG,-8.68187394606,-29.7555104903,-106.265853747,30.9962149263
gi|78484414|ref|YP,6.3578334733,-8.45183670203,-53.0479482239,10.5761803177
gi|52842037|ref|YP,3.26183623874,-11.1169416903,-73.6477156539,11.5855931309
gi|66046898|ref|YP,9.9840594603,-7.48689512262,-36.8656756474,12.4793846757
gi|90414806|ref|ZP,12.3168922794,-12.6678200374,-45.8047063788,17.6686020931
gi|90415151|ref|ZP,14.6855133484,-12.5148547446,-40.437320299,19.2947114926
gi|52424693|ref|YP,9.48732128459,-3.03095581509,-17.7173475748,9.95971677861
gi|28868113|ref|NP,8.74082308295,-14.1234969306,-58.2472485406,16.6094898692
gi|94500931|ref|ZP,4.11875946961,-12.4869772622,-71.7451503503,13.1487178354
gi|68547881|ref|ZP,12.4652699725,-10.3751466119,-39.7714334648,16.2180955327
gi|59714027|ref|YP,14.2922101226,-8.93719238272,-32.0185298952,16.8564728776
gi|43889594|gb|EAF,-7.20358460355,-25.5794173669,-105.728092707,26.5743903781
gi|91216691|ref|ZP,-3.19177612692,-15.8045401381,-101.417493198,16.1236138573
gi|113461684|ref|Y,6.44876794623,-3.55979879982,-28.8992348465,7.36605562832
gi|43945876|gb|EAG,26.3773016606,-11.443896824,-23.4538020011,28.752822773
gi|83856291|ref|ZP,0.565717434794,-21.2812669156,-88.4772715908,21.288784788
gi|43785828|gb|EAF,22.9475345133,-12.6708638617,-28.906016637,26.213357878
gi|34498176|ref|NP,12.4906769534,-16.81035591,-53.3863718821,20.942900386
gi|88793122|ref|ZP,4.52087606064,-6.68959204562,-55.9488798351,8.0739681751
gi|78355386|ref|YP,3.97233603674,-12.847417033,-72.8187384451,13.4475119635
gi|114848401|ref|Z,10.1244812972,-8.48156637507,-39.9538674296,13.207652695
gi|84387702|ref|ZP,11.6297923654,-8.23858074026,-35.3138744276,14.252237827
gi|89073453|ref|ZP,10.3094013869,-9.08570985833,-41.3898351173,13.7416840521
gi|86148329|ref|ZP,5.08113380334,-7.16156856603,-54.6442943645,8.78100136962
gi|88859088|ref|ZP,14.483471743,-3.41907928204,-13.2825083536,14.8815676885
gi|46156751|ref|ZP,6.31022001035,-2.90813743929,-24.7431565275,6.94810333436
gi|114564966|ref|Y,6.32591175722,-8.57553187667,-53.5849207326,10.6563082973
gi|15602934|ref|NP,10.0393895078,-1.28414519857,-7.28916142502,10.1211842479
gi|91223582|ref|ZP,11.7347194302,-7.29733222414,-31.8757561823,13.818635884
gi|84392281|ref|ZP,12.1462465943,-9.40506004786,-37.7512713494,15.3618508271
gi|113932615|ref|Z,6.97067663286,-6.79121748602,-44.2528885305,9.73195600393
gi|86140709|ref|ZP,-1.04819569581,-15.1897973381,-93.9475267968,15.2259205761
gi|44541058|gb|EAJ,7.56948660321,6.48449164495,40.5854089718,9.96723428688
gi|16126333|ref|NP,2.43824450938,-7.23255387513,-71.3699671783,7.63248791969
gi|26988421|ref|NP,6.86263748182,-12.0888773329,-60.4172046134,13.9009621385
gi|71281339|ref|YP,14.7853855693,-7.77348649903,-27.7333619231,16.7043323357
gi|91777006|ref|YP,12.2891159554,-12.8121276967,-46.1936472312,17.7531120393
gi|67940212|ref|ZP,8.26535397688,-11.7001323905,-54.7613734894,14.325123885
gi|10441764|gb|AAG,9.03404122008,-6.80092445211,-36.9728313747,11.3078058955
gi|32030475|ref|ZP,7.70378742862,-12.4763103269,-58.3057809508,14.663105405
gi|114775492|ref|Z,11.0209513414,-11.2278281569,-45.5327405406,15.7329429412
gi|46156905|ref|ZP,6.7461619729,-6.35719687424,-43.2997095348,9.26955519227
gi|84387465|ref|ZP,14.37138395,-10.9739765767,-37.3653226025,18.0821690774
gi|28900077|ref|NP,9.24549007908,-12.773865885,-54.103669469,15.7686631155
gi|90410245|ref|ZP,11.0905010546,-8.78122689067,-38.3714450497,14.145994463
gi|84387925|ref|ZP,8.9760036305,-16.2187664718,-61.0384024485,18.5369098568
gi|71899407|ref|ZP,8.91950331637,-4.46169437151,-26.5750337578,9.97317682966
gi|90579160|ref|ZP,13.0387896221,-9.11340182954,-34.951446411,15.9079894303
gi|86146099|ref|ZP,13.7599292538,-9.17336248794,-33.6902875325,16.537419158
gi|75432713|ref|ZP,9.03911892035,-4.89922616633,-28.4578088953,10.2814438619
gi|109947734|ref|Y,5.09428269771,-17.8559249929,-74.0765895568,18.5684079435
gi|104780584|ref|Y,8.45386969743,-14.8427527773,-60.3357997867,17.0814291811
gi|77458707|ref|YP,6.26299649834,-13.0174038868,-64.3066364901,14.4456889448
gi|90415150|ref|ZP,4.49570700209,15.4893389676,73.8148803256,16.1285772188
gi|34556677|ref|NP,7.69813416838,-12.7506710682,-58.8787950629,14.8943238303
gi|54308151|ref|YP,13.4930439148,-13.9678068171,-45.9904718942,19.420655534
gi|61657848|emb|CA,-0.323187036289,-12.3861297033,-91.4946599935,12.3903453901
gi|82701634|ref|YP,18.5263182375,-12.7233067498,-34.4800846684,22.4745856934
gi|59712420|ref|YP,3.2957845913,-15.7659849408,-78.1926920558,16.106783578
gi|44480491|gb|EAJ,14.0511507764,-8.54024973327,-31.291115954,16.4429530088
gi|43663951|gb|EAE,21.6780795847,11.0165736307,26.9392017686,24.3167438001
gi|74318614|ref|YP,7.52806844006,-10.108875817,-53.3249860613,12.6040146271
gi|77979087|ref|ZP,7.95078368157,-8.69844909846,-47.5712483007,11.7846500953
gi|50122004|ref|YP,6.19025931117,-8.87156688072,-55.0940552375,10.8177635978
gi|86144286|ref|ZP,10.1643042356,-15.4853779491,-56.7198753741,18.5232289523
gi|110833433|ref|Y,14.479982553,-6.60423257303,-24.5174424001,15.9149546847
gi|44070969|gb|EAG,12.0516405888,-17.3162799982,-55.1631760707,21.0972887798
gi|15606294|ref|NP,3.86889535796,-8.7231228972,-66.0816689588,9.54260050355
gi|114563852|ref|Y,11.7379501385,-12.140174719,-45.9650502977,16.8867793159
gi|89889544|ref|ZP,1.73465362583,-17.5998249759,-84.3710595245,17.6851028379
gi|87122315|ref|ZP,0.458628797362,-11.0441954344,-87.6220626173,11.0537139988
gi|109672783|ref|Z,8.41436458952,-25.3716144676,-71.6521653017,26.730513503
gi|44208562|gb|EAH,9.77409610112,17.8163483806,61.2507102573,20.3212997668
gi|108761363|ref|Y,10.5405689665,-19.2278008151,-61.2687021231,21.9274238871
gi|91791707|ref|YP,8.99007091534,-8.79509908422,-44.3719140401,12.5767699734
gi|83592649|ref|YP,6.96866086066,-12.7518654061,-61.3442037159,14.5317688368
gi|91203588|emb|CA,2.12852114497,-2.91450105358,-53.8585618477,3.60900521694
gi|33600778|ref|NP,11.6397657066,-23.3158225389,-63.4706323261,26.0597721856
gi|34498638|ref|NP,15.3577638506,-9.02124122164,-30.4302278264,17.8113363808
gi|86130758|ref|ZP,0.209766104078,-22.8661845675,-89.4744039924,22.8671467065
gi|71905992|ref|YP,12.4380657453,-11.9681638263,-43.8970000203,17.2610088019
gi|88937035|ref|ZP,3.88857938646,-12.2032176341,-72.325417639,12.8077933412
gi|16122948|ref|NP,7.55853600869,-4.60206157404,-31.3354046218,8.84931846675
gi|90579967|ref|ZP,12.6962167065,-10.5756631318,-39.7935376194,16.5238787618
gi|44120006|gb|EAH,14.1627684434,11.6982014802,39.5561166979,18.3693202883
gi|77457882|ref|YP,8.03745602249,-13.2471887956,-58.7535895079,15.4947962329
gi|15641056|ref|NP,12.4654276901,-6.1362146479,-26.2091163823,13.8938841834
gi|89073451|ref|ZP,7.03823456831,-6.56890977245,-43.0245910717,9.62742548334
gi|77814558|ref|ZP,6.83754425863,-13.38676076,-62.9434571662,15.0318786295
gi|33152203|ref|NP,9.90097364011,0.388189668965,2.24525832842,9.90858063707
gi|77962606|ref|ZP,9.64027244261,-8.10395478759,-40.0515991858,12.5940039688
