1a0s,7.30194153425,1.17058037737
1uyn,9.14246382422,0.639878366773
2qdz,9.09521511064,1.11112234821
2f1v,4.36337919684,1.97282577182
1qj8,5.85564687754,0.947311795759
3efm,13.2845074928,0.763780961611
3emn,6.7330658394,1.279040801
1thq,5.72615570955,1.14250721569
2wjr,6.26628319972,1.31481815589
3bs0,5.31212004298,1.44563582942
1qd6,5.83790894246,1.25042684421
1e54,5.90592393558,1.4256931883
1tly,6.03413068145,1.66296058295
1i78,7.0046465663,1.57253669563
3jty,7.28399802818,1.23696403628
1t16,6.61030102212,1.52548980829
3csl,7.92050379226,1.2793164344
1qjp,6.36822499937,0.58336899075
1fep,8.04380181021,1.37742722623
2vqi,9.71453785097,0.98175509605
2guf,11.3220178525,1.01011739835
1qfg,11.3587619323,0.766546886815
1kmo,11.3022437599,0.604524326868
2j1n,6.3775961468,0.758495473225
1p4t,5.00606388281,1.26953987921
2o4v,7.88365980416,1.13037950025
2erv,5.13028151686,0.93146723285
1k24,5.54020437992,0.0732661982942
